transaction_id,date,product_id,customer_id,quantity,discount_pct,month,month_name,quarter,day_of_week,week_number,product_name,category,base_price,city,tier,age,join_year,revenue,revenue_capped
T00162,2023-09-21,P005,C0017,1,0.0,9,Sep,3,Thursday,38,Keyboard,Electronics,79.99,Houston,Silver,37,2019,79.99,79.99
T00163,2023-05-30,P006,C0068,1,10.0,5,May,2,Tuesday,22,Webcam,Electronics,89.99,Los Angeles,Platinum,55,2022,80.99,80.99
T00164,2023-10-27,P004,C0133,1,5.0,10,Oct,4,Friday,43,Monitor,Electronics,349.99,Houston,Gold,69,2021,332.49,332.49
T00165,2023-02-05,P006,C0188,1,15.0,2,Feb,1,Sunday,5,Webcam,Electronics,89.99,New York,Bronze,25,2021,76.49,76.49
T00166,2023-11-29,P008,C0407,1,15.0,11,Nov,4,Wednesday,48,Phone Stand,Accessories,19.99,New York,Silver,23,2018,16.99,16.99
T00167,2023-10-14,P003,C0430,1,5.0,10,Oct,4,Saturday,41,USB-C Hub,Electronics,49.99,Houston,Silver,23,2018,47.49,47.49
T00168,2023-10-30,P005,C0308,1,10.0,10,Oct,4,Monday,44,Keyboard,Electronics,79.99,Houston,Silver,70,2022,71.99,71.99
T00169,2023-11-07,P002,C0138,5,5.0,11,Nov,4,Tuesday,45,Wireless Mouse,Electronics,29.99,Los Angeles,Bronze,51,2020,142.45,142.45
T00170,2023-07-27,P002,C0174,1,0.0,7,Jul,3,Thursday,30,Wireless Mouse,Electronics,29.99,Houston,Platinum,64,2020,29.99,29.99
T00171,2023-04-16,P007,C0412,1,5.0,4,Apr,2,Sunday,15,Headphones,Audio,149.99,Los Angeles,Platinum,22,2018,142.49,142.49
T00172,2023-06-07,P010,C0097,2,15.0,6,Jun,2,Wednesday,23,Notebook,Stationery,9.99,Phoenix,Platinum,45,2022,16.98,16.98
T00173,2023-05-01,P010,C0171,3,0.0,5,May,2,Monday,18,Notebook,Stationery,9.99,New York,Bronze,74,2019,29.97,29.97
T00174,2023-02-24,P010,C0154,2,0.0,2,Feb,1,Friday,8,Notebook,Stationery,9.99,New York,Silver,52,2018,19.98,19.98
T00175,2023-01-12,P006,C0183,1,0.0,1,Jan,1,Thursday,2,Webcam,Electronics,89.99,New York,Silver,40,2019,89.99,89.99
T00176,2023-05-25,P004,C0242,2,0.0,5,May,2,Thursday,21,Monitor,Electronics,349.99,New York,Bronze,72,2019,699.98,689.98
T00177,2023-05-16,P005,C0304,2,0.0,5,May,2,Tuesday,20,Keyboard,Electronics,79.99,Phoenix,Platinum,54,2021,159.98,159.98
T00178,2023-01-03,P001,C0285,2,0.0,1,Jan,1,Tuesday,1,Laptop,Electronics,999.99,New York,Silver,64,2019,1999.98,689.98
T00179,2023-05-24,P007,C0027,2,0.0,5,May,2,Wednesday,21,Headphones,Audio,149.99,Chicago,Bronze,69,2021,299.98,299.98
T00180,2023-01-30,P008,C0402,4,5.0,1,Jan,1,Monday,5,Phone Stand,Accessories,19.99,Phoenix,Silver,25,2020,75.96,75.96
T00181,2023-08-25,P009,C0360,4,0.0,8,Aug,3,Friday,34,Desk Lamp,Accessories,39.99,Phoenix,Bronze,66,2022,159.96,159.96
